GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
"commons-collections4-4.2-src (3 Apr, 2019 8:58:13 PM)/commons-collections4-4.2-src/src/test/java",org.apache.commons.collections4.bag,UnmodifiableSortedBagTest,5,54,0,0,2,19,0,11,0,11
"commons-collections4-4.2-src (3 Apr, 2019 8:58:13 PM)/commons-collections4-4.2-src/src/test/java",org.apache.commons.collections4.bag,PredicatedSortedBagTest.new Predicate() {...},0,9,0,0,0,2,0,2,0,2
"commons-collections4-4.2-src (3 Apr, 2019 8:58:13 PM)/commons-collections4-4.2-src/src/test/java",org.apache.commons.collections4.bag,CollectionBagTest,1,86,7,7,0,20,7,7,0,7
"commons-collections4-4.2-src (3 Apr, 2019 8:58:13 PM)/commons-collections4-4.2-src/src/test/java",org.apache.commons.collections4.bag,AbstractBagTest,18,1459,7,65,9,364,7,57,0,28
"commons-collections4-4.2-src (3 Apr, 2019 8:58:13 PM)/commons-collections4-4.2-src/src/test/java",org.apache.commons.collections4.bag,PredicatedBagTest,28,176,2,4,9,37,2,11,0,10
"commons-collections4-4.2-src (3 Apr, 2019 8:58:13 PM)/commons-collections4-4.2-src/src/test/java",org.apache.commons.collections4.bag,PredicatedSortedBagTest,29,93,1,1,5,26,2,8,1,8
"commons-collections4-4.2-src (3 Apr, 2019 8:58:13 PM)/commons-collections4-4.2-src/src/test/java",org.apache.commons.collections4.bag,AbstractBagTest.TestBagUniqueSet,4,70,0,0,1,20,1,11,1,11
"commons-collections4-4.2-src (3 Apr, 2019 8:58:13 PM)/commons-collections4-4.2-src/src/test/java",org.apache.commons.collections4.bag,TreeBagTest.new Comparator() {...},0,10,0,0,0,2,0,2,0,2
"commons-collections4-4.2-src (3 Apr, 2019 8:58:13 PM)/commons-collections4-4.2-src/src/test/java",org.apache.commons.collections4.bag,TransformedBagTest,0,218,0,6,0,28,0,9,0,6
"commons-collections4-4.2-src (3 Apr, 2019 8:58:13 PM)/commons-collections4-4.2-src/src/test/java",org.apache.commons.collections4.bag,CollectionSortedBagTest,1,132,7,11,0,29,7,12,0,10
"commons-collections4-4.2-src (3 Apr, 2019 8:58:13 PM)/commons-collections4-4.2-src/src/test/java",org.apache.commons.collections4.bag,PredicatedBagTest.new Predicate() {...},0,9,0,0,0,2,0,2,0,2
"commons-collections4-4.2-src (3 Apr, 2019 8:58:13 PM)/commons-collections4-4.2-src/src/test/java",org.apache.commons.collections4.bag,TreeBagTest,23,96,0,0,9,27,0,8,0,8
"commons-collections4-4.2-src (3 Apr, 2019 8:58:13 PM)/commons-collections4-4.2-src/src/test/java",org.apache.commons.collections4.bag,SynchronizedBagTest,0,14,0,0,0,5,0,4,0,4
"commons-collections4-4.2-src (3 Apr, 2019 8:58:13 PM)/commons-collections4-4.2-src/src/test/java",org.apache.commons.collections4.bag,TransformedSortedBagTest,0,192,0,6,0,24,0,9,0,6
"commons-collections4-4.2-src (3 Apr, 2019 8:58:13 PM)/commons-collections4-4.2-src/src/test/java",org.apache.commons.collections4.bag,AbstractSortedBagTest,0,133,0,10,0,37,0,15,0,10
"commons-collections4-4.2-src (3 Apr, 2019 8:58:13 PM)/commons-collections4-4.2-src/src/test/java",org.apache.commons.collections4.bag,UnmodifiableBagTest,5,54,0,0,2,19,0,11,0,11
"commons-collections4-4.2-src (3 Apr, 2019 8:58:13 PM)/commons-collections4-4.2-src/src/test/java",org.apache.commons.collections4.bag,HashBagTest,0,13,0,0,0,5,0,4,0,4
"commons-collections4-4.2-src (3 Apr, 2019 8:58:13 PM)/commons-collections4-4.2-src/src/test/java",org.apache.commons.collections4.list,AbstractListTest.TestListIterator,0,41,0,0,0,11,0,7,0,7
"commons-collections4-4.2-src (3 Apr, 2019 8:58:13 PM)/commons-collections4-4.2-src/src/test/java",org.apache.commons.collections4.list,AbstractListTest.new AbstractCollection() {...},8,9,0,0,2,1,2,1,2,1
"commons-collections4-4.2-src (3 Apr, 2019 8:58:13 PM)/commons-collections4-4.2-src/src/test/java",org.apache.commons.collections4.list,PredicatedListTest,29,196,5,5,9,50,5,10,0,10
"commons-collections4-4.2-src (3 Apr, 2019 8:58:13 PM)/commons-collections4-4.2-src/src/test/java",org.apache.commons.collections4.list,UnmodifiableListTest,88,95,0,0,35,38,0,12,0,12
"commons-collections4-4.2-src (3 Apr, 2019 8:58:13 PM)/commons-collections4-4.2-src/src/test/java",org.apache.commons.collections4.list,TransformedListTest,0,371,0,8,0,60,0,12,0,8
"commons-collections4-4.2-src (3 Apr, 2019 8:58:13 PM)/commons-collections4-4.2-src/src/test/java",org.apache.commons.collections4.list,TreeListTest,205,653,16,18,35,154,9,20,1,11
"commons-collections4-4.2-src (3 Apr, 2019 8:58:13 PM)/commons-collections4-4.2-src/src/test/java",org.apache.commons.collections4.list,SetUniqueListTest.SetUniqueList307,0,8,0,0,0,3,0,1,0,1
"commons-collections4-4.2-src (3 Apr, 2019 8:58:13 PM)/commons-collections4-4.2-src/src/test/java",org.apache.commons.collections4.list,AbstractListTest,651,1508,38,98,198,447,29,85,2,44
"commons-collections4-4.2-src (3 Apr, 2019 8:58:13 PM)/commons-collections4-4.2-src/src/test/java",org.apache.commons.collections4.list,SetUniqueListTest,12,1564,1,23,5,335,1,38,0,27
"commons-collections4-4.2-src (3 Apr, 2019 8:58:13 PM)/commons-collections4-4.2-src/src/test/java",org.apache.commons.collections4.list,PredicatedListTest.new Predicate() {...},0,9,0,0,0,2,0,2,0,2
"commons-collections4-4.2-src (3 Apr, 2019 8:58:13 PM)/commons-collections4-4.2-src/src/test/java",org.apache.commons.collections4.list,FixedSizeListTest,0,28,0,0,0,9,0,6,0,6
"commons-collections4-4.2-src (3 Apr, 2019 8:58:13 PM)/commons-collections4-4.2-src/src/test/java",org.apache.commons.collections4.list,AbstractLinkedListTest,49,396,5,9,19,98,5,10,0,8
"commons-collections4-4.2-src (3 Apr, 2019 8:58:13 PM)/commons-collections4-4.2-src/src/test/java",org.apache.commons.collections4.list,AbstractListTest.BulkTestSubList,0,115,0,0,0,25,0,12,0,12
"commons-collections4-4.2-src (3 Apr, 2019 8:58:13 PM)/commons-collections4-4.2-src/src/test/java",org.apache.commons.collections4.list,GrowthListTest,30,201,0,0,12,59,0,12,0,12
"commons-collections4-4.2-src (3 Apr, 2019 8:58:13 PM)/commons-collections4-4.2-src/src/test/java",org.apache.commons.collections4.list,CursorableLinkedListTest,145,4621,41,47,52,1072,41,60,0,57
"commons-collections4-4.2-src (3 Apr, 2019 8:58:13 PM)/commons-collections4-4.2-src/src/test/java",org.apache.commons.collections4.list,NodeCachingLinkedListTest,197,127,6,2,52,21,5,6,1,6
"commons-collections4-4.2-src (3 Apr, 2019 8:58:13 PM)/commons-collections4-4.2-src/src/test/java",org.apache.commons.collections4.trie,UnmodifiableTrieTest,22,52,1,1,4,20,1,11,0,11
"commons-collections4-4.2-src (3 Apr, 2019 8:58:13 PM)/commons-collections4-4.2-src/src/test/java",org.apache.commons.collections4.trie,PatriciaTrieTest,97,1525,1,7,15,288,1,15,0,12
"commons-collections4-4.2-src (3 Apr, 2019 8:58:13 PM)/commons-collections4-4.2-src/src/test/java",org.apache.commons.collections4.trie,PatriciaTrie2Test,0,15,0,0,0,6,0,5,0,5
"commons-collections4-4.2-src (3 Apr, 2019 8:58:13 PM)/commons-collections4-4.2-src/src/test/java",org.apache.commons.collections4.functors,AbstractClosureTest,0,9,0,0,0,4,0,2,0,2
"commons-collections4-4.2-src (3 Apr, 2019 8:58:13 PM)/commons-collections4-4.2-src/src/test/java",org.apache.commons.collections4.functors,ComparatorPredicateTest.TestComparator,0,10,0,0,0,2,0,2,0,2
"commons-collections4-4.2-src (3 Apr, 2019 8:58:13 PM)/commons-collections4-4.2-src/src/test/java",org.apache.commons.collections4.functors,NullPredicateTest,0,21,0,0,0,8,0,4,0,4
"commons-collections4-4.2-src (3 Apr, 2019 8:58:13 PM)/commons-collections4-4.2-src/src/test/java",org.apache.commons.collections4.functors,AbstractCompositePredicateTest,73,46,0,2,19,9,6,4,6,3
"commons-collections4-4.2-src (3 Apr, 2019 8:58:13 PM)/commons-collections4-4.2-src/src/test/java",org.apache.commons.collections4.functors,AbstractPredicateTest,0,32,0,0,0,12,0,5,0,5
"commons-collections4-4.2-src (3 Apr, 2019 8:58:13 PM)/commons-collections4-4.2-src/src/test/java",org.apache.commons.collections4.functors,AbstractAnyAllOnePredicateTest,25,36,0,0,3,11,1,3,1,3
"commons-collections4-4.2-src (3 Apr, 2019 8:58:13 PM)/commons-collections4-4.2-src/src/test/java",org.apache.commons.collections4.functors,CatchAndRethrowClosureTest.new CatchAndRethrowClosure() {...},0,7,0,0,0,2,0,2,0,2
"commons-collections4-4.2-src (3 Apr, 2019 8:58:13 PM)/commons-collections4-4.2-src/src/test/java",org.apache.commons.collections4.functors,ComparatorPredicateTest,0,186,0,0,0,32,0,7,0,7
"commons-collections4-4.2-src (3 Apr, 2019 8:58:13 PM)/commons-collections4-4.2-src/src/test/java",org.apache.commons.collections4.functors,CatchAndRethrowClosureTest,22,39,0,0,13,16,0,6,0,6
"commons-collections4-4.2-src (3 Apr, 2019 8:58:13 PM)/commons-collections4-4.2-src/src/test/java",org.apache.commons.collections4.functors,AbstractMockPredicateTest,0,64,0,4,0,16,0,7,0,5
"commons-collections4-4.2-src (3 Apr, 2019 8:58:13 PM)/commons-collections4-4.2-src/src/test/java",org.apache.commons.collections4.functors,CatchAndRethrowClosureTest.new CatchAndRethrowClosure() {...},0,4,0,0,0,2,0,2,0,2
"commons-collections4-4.2-src (3 Apr, 2019 8:58:13 PM)/commons-collections4-4.2-src/src/test/java",org.apache.commons.collections4.functors,CatchAndRethrowClosureTest.new CatchAndRethrowClosure() {...},0,7,0,0,0,2,0,2,0,2
"commons-collections4-4.2-src (3 Apr, 2019 8:58:13 PM)/commons-collections4-4.2-src/src/test/java",org.apache.commons.collections4.functors,AllPredicateTest,0,227,0,0,0,34,0,9,0,9
"commons-collections4-4.2-src (3 Apr, 2019 8:58:13 PM)/commons-collections4-4.2-src/src/test/java",org.apache.commons.collections4.functors,EqualPredicateTest,0,45,0,0,0,13,0,6,0,6
"commons-collections4-4.2-src (3 Apr, 2019 8:58:13 PM)/commons-collections4-4.2-src/src/test/java",org.apache.commons.collections4.functors,EqualPredicateTest.EqualsTestObject,0,9,0,0,0,4,0,2,0,2
"commons-collections4-4.2-src (3 Apr, 2019 8:58:13 PM)/commons-collections4-4.2-src/src/test/java",org.apache.commons.collections4.bidimap,DualLinkedHashBidiMapTest,0,20,0,0,0,6,0,5,0,5
"commons-collections4-4.2-src (3 Apr, 2019 8:58:13 PM)/commons-collections4-4.2-src/src/test/java",org.apache.commons.collections4.bidimap,AbstractBidiMapTest.TestInverseBidiMap,0,55,0,0,0,15,0,12,0,12
"commons-collections4-4.2-src (3 Apr, 2019 8:58:13 PM)/commons-collections4-4.2-src/src/test/java",org.apache.commons.collections4.bidimap,AbstractBidiMapTest.TestBidiMapIterator,0,49,0,0,0,15,0,9,0,9
"commons-collections4-4.2-src (3 Apr, 2019 8:58:13 PM)/commons-collections4-4.2-src/src/test/java",org.apache.commons.collections4.bidimap,DualTreeBidiMap2Test.IntegerComparator,4,0,0,0,1,0,1,0,1,0
"commons-collections4-4.2-src (3 Apr, 2019 8:58:13 PM)/commons-collections4-4.2-src/src/test/java",org.apache.commons.collections4.bidimap,DualTreeBidiMapTest,51,22,1,1,3,7,1,4,0,4
"commons-collections4-4.2-src (3 Apr, 2019 8:58:13 PM)/commons-collections4-4.2-src/src/test/java",org.apache.commons.collections4.bidimap,AbstractOrderedBidiMapDecoratorTest.TestOrderedBidiMap,0,34,0,2,0,9,0,4,0,3
"commons-collections4-4.2-src (3 Apr, 2019 8:58:13 PM)/commons-collections4-4.2-src/src/test/java",org.apache.commons.collections4.bidimap,AbstractOrderedBidiMapTest,45,198,4,10,14,62,5,10,1,7
"commons-collections4-4.2-src (3 Apr, 2019 8:58:13 PM)/commons-collections4-4.2-src/src/test/java",org.apache.commons.collections4.bidimap,UnmodifiableOrderedBidiMapTest,5,61,0,0,2,21,0,13,0,13
"commons-collections4-4.2-src (3 Apr, 2019 8:58:13 PM)/commons-collections4-4.2-src/src/test/java",org.apache.commons.collections4.bidimap,AbstractBidiMapTest,100,786,14,28,25,195,13,36,0,28
"commons-collections4-4.2-src (3 Apr, 2019 8:58:13 PM)/commons-collections4-4.2-src/src/test/java",org.apache.commons.collections4.bidimap,TreeBidiMapTest,0,30,0,0,0,10,0,9,0,9
"commons-collections4-4.2-src (3 Apr, 2019 8:58:13 PM)/commons-collections4-4.2-src/src/test/java",org.apache.commons.collections4.bidimap,UnmodifiableBidiMapTest,5,57,0,0,2,19,0,11,0,11
"commons-collections4-4.2-src (3 Apr, 2019 8:58:13 PM)/commons-collections4-4.2-src/src/test/java",org.apache.commons.collections4.bidimap,AbstractOrderedBidiMapDecoratorTest,0,18,0,0,0,7,0,6,0,6
"commons-collections4-4.2-src (3 Apr, 2019 8:58:13 PM)/commons-collections4-4.2-src/src/test/java",org.apache.commons.collections4.bidimap,AbstractOrderedBidiMapTest.TestBidiOrderedMapIterator,0,49,0,0,0,15,0,9,0,9
"commons-collections4-4.2-src (3 Apr, 2019 8:58:13 PM)/commons-collections4-4.2-src/src/test/java",org.apache.commons.collections4.bidimap,DualTreeBidiMap2Test,51,240,3,5,3,63,3,12,0,11
"commons-collections4-4.2-src (3 Apr, 2019 8:58:13 PM)/commons-collections4-4.2-src/src/test/java",org.apache.commons.collections4.bidimap,AbstractBidiMapTest.TestBidiMapEntrySet,72,95,2,2,17,26,1,3,0,2
"commons-collections4-4.2-src (3 Apr, 2019 8:58:13 PM)/commons-collections4-4.2-src/src/test/java",org.apache.commons.collections4.bidimap,AbstractSortedBidiMapTest,0,2100,0,18,0,453,0,29,0,20
"commons-collections4-4.2-src (3 Apr, 2019 8:58:13 PM)/commons-collections4-4.2-src/src/test/java",org.apache.commons.collections4.bidimap,DualHashBidiMapTest,0,18,0,0,0,5,0,4,0,4
"commons-collections4-4.2-src (3 Apr, 2019 8:58:13 PM)/commons-collections4-4.2-src/src/test/java",org.apache.commons.collections4.bidimap,UnmodifiableSortedBidiMapTest,7,61,0,0,3,21,1,13,1,13
"commons-collections4-4.2-src (3 Apr, 2019 8:58:13 PM)/commons-collections4-4.2-src/src/test/java",org.apache.commons.collections4.map,LRUMapTest.new ThreadGroup() {...},12,10,0,0,3,1,1,1,1,1
"commons-collections4-4.2-src (3 Apr, 2019 8:58:13 PM)/commons-collections4-4.2-src/src/test/java",org.apache.commons.collections4.map,AbstractSortedMapTest.TestSubMap,23,129,0,4,3,23,1,6,1,4
"commons-collections4-4.2-src (3 Apr, 2019 8:58:13 PM)/commons-collections4-4.2-src/src/test/java",org.apache.commons.collections4.map,Flat3MapTest,0,1949,0,0,0,494,0,50,0,50
"commons-collections4-4.2-src (3 Apr, 2019 8:58:13 PM)/commons-collections4-4.2-src/src/test/java",org.apache.commons.collections4.map,AbstractSortedMapTest.TestTailMap,23,110,0,4,3,20,1,6,1,4
"commons-collections4-4.2-src (3 Apr, 2019 8:58:13 PM)/commons-collections4-4.2-src/src/test/java",org.apache.commons.collections4.map,LinkedMapTest,64,483,2,14,13,117,2,21,0,15
"commons-collections4-4.2-src (3 Apr, 2019 8:58:13 PM)/commons-collections4-4.2-src/src/test/java",org.apache.commons.collections4.map,UnmodifiableMapTest,5,47,0,0,2,17,0,9,0,9
"commons-collections4-4.2-src (3 Apr, 2019 8:58:13 PM)/commons-collections4-4.2-src/src/test/java",org.apache.commons.collections4.map,FixedSizeMapTest,0,25,0,0,0,9,0,6,0,6
"commons-collections4-4.2-src (3 Apr, 2019 8:58:13 PM)/commons-collections4-4.2-src/src/test/java",org.apache.commons.collections4.map,MultiKeyMapTest,44,2386,12,44,8,275,10,48,0,24
"commons-collections4-4.2-src (3 Apr, 2019 8:58:13 PM)/commons-collections4-4.2-src/src/test/java",org.apache.commons.collections4.map,CompositeMapTest.new CompositeMap.MapMutator() {...},8,12,0,0,2,3,2,2,2,2
"commons-collections4-4.2-src (3 Apr, 2019 8:58:13 PM)/commons-collections4-4.2-src/src/test/java",org.apache.commons.collections4.map,AbstractMapTest,259,3086,87,215,64,684,82,148,2,77
"commons-collections4-4.2-src (3 Apr, 2019 8:58:13 PM)/commons-collections4-4.2-src/src/test/java",org.apache.commons.collections4.map,AbstractOrderedMapTest,39,229,1,15,11,69,1,17,0,10
"commons-collections4-4.2-src (3 Apr, 2019 8:58:13 PM)/commons-collections4-4.2-src/src/test/java",org.apache.commons.collections4.map,DefaultedMapTest,0,261,0,0,0,60,0,7,0,7
"commons-collections4-4.2-src (3 Apr, 2019 8:58:13 PM)/commons-collections4-4.2-src/src/test/java",org.apache.commons.collections4.map,LazyMapTest,107,18,0,0,21,6,2,5,2,5
"commons-collections4-4.2-src (3 Apr, 2019 8:58:13 PM)/commons-collections4-4.2-src/src/test/java",org.apache.commons.collections4.map,PredicatedSortedMapTest,55,216,5,5,19,55,6,10,1,10
"commons-collections4-4.2-src (3 Apr, 2019 8:58:13 PM)/commons-collections4-4.2-src/src/test/java",org.apache.commons.collections4.map,ListOrderedMap2Test,63,200,0,12,12,62,0,17,0,11
"commons-collections4-4.2-src (3 Apr, 2019 8:58:13 PM)/commons-collections4-4.2-src/src/test/java",org.apache.commons.collections4.map,LRUMapTest.SingleHashCode,10,8,0,0,1,4,1,2,1,2
"commons-collections4-4.2-src (3 Apr, 2019 8:58:13 PM)/commons-collections4-4.2-src/src/test/java",org.apache.commons.collections4.map,LRUMapTest.new Thread() {...},3,109,2,8,2,24,2,5,0,2
"commons-collections4-4.2-src (3 Apr, 2019 8:58:13 PM)/commons-collections4-4.2-src/src/test/java",org.apache.commons.collections4.map,DefaultedMapTest.new Transformer() {...},0,13,0,2,0,4,0,3,0,2
"commons-collections4-4.2-src (3 Apr, 2019 8:58:13 PM)/commons-collections4-4.2-src/src/test/java",org.apache.commons.collections4.map,LazyMapTest.new Transformer() {...},10,0,0,0,2,0,2,0,2,0
"commons-collections4-4.2-src (3 Apr, 2019 8:58:13 PM)/commons-collections4-4.2-src/src/test/java",org.apache.commons.collections4.map,HashedMapTest,0,79,0,0,0,21,0,7,0,7
"commons-collections4-4.2-src (3 Apr, 2019 8:58:13 PM)/commons-collections4-4.2-src/src/test/java",org.apache.commons.collections4.map,LRUMapTest.MockLRUMapSubclassBlocksRemove,0,7,0,0,0,3,0,2,0,2
"commons-collections4-4.2-src (3 Apr, 2019 8:58:13 PM)/commons-collections4-4.2-src/src/test/java",org.apache.commons.collections4.map,LinkedMapTest.TestListView,4,29,0,0,1,10,1,8,1,8
"commons-collections4-4.2-src (3 Apr, 2019 8:58:13 PM)/commons-collections4-4.2-src/src/test/java",org.apache.commons.collections4.map,ListOrderedMapTest.TestKeyListView,4,29,0,0,1,10,1,8,1,8
"commons-collections4-4.2-src (3 Apr, 2019 8:58:13 PM)/commons-collections4-4.2-src/src/test/java",org.apache.commons.collections4.map,PredicatedSortedMapTest.new Predicate() {...},0,6,0,0,0,2,0,2,0,2
"commons-collections4-4.2-src (3 Apr, 2019 8:58:13 PM)/commons-collections4-4.2-src/src/test/java",org.apache.commons.collections4.map,LRUMapTest.new ThreadGroup() {...},12,10,0,0,3,1,1,1,1,1
"commons-collections4-4.2-src (3 Apr, 2019 8:58:13 PM)/commons-collections4-4.2-src/src/test/java",org.apache.commons.collections4.map,UnmodifiableOrderedMapTest,5,47,0,0,2,17,0,9,0,9
"commons-collections4-4.2-src (3 Apr, 2019 8:58:13 PM)/commons-collections4-4.2-src/src/test/java",org.apache.commons.collections4.map,AbstractIterableMapTest,30,140,0,12,12,50,0,13,0,7
"commons-collections4-4.2-src (3 Apr, 2019 8:58:13 PM)/commons-collections4-4.2-src/src/test/java",org.apache.commons.collections4.map,LRUMapTest.new ThreadGroup() {...},12,10,0,0,3,1,1,1,1,1
"commons-collections4-4.2-src (3 Apr, 2019 8:58:13 PM)/commons-collections4-4.2-src/src/test/java",org.apache.commons.collections4.map,ReferenceMapTest,40,208,2,4,13,52,3,11,1,10
"commons-collections4-4.2-src (3 Apr, 2019 8:58:13 PM)/commons-collections4-4.2-src/src/test/java",org.apache.commons.collections4.map,AbstractSortedMapTest.TestViewMap,0,83,0,0,0,27,0,16,0,16
"commons-collections4-4.2-src (3 Apr, 2019 8:58:13 PM)/commons-collections4-4.2-src/src/test/java",org.apache.commons.collections4.map,AbstractMapTest.TestMapEntrySet,3,422,2,18,2,99,2,26,0,18
"commons-collections4-4.2-src (3 Apr, 2019 8:58:13 PM)/commons-collections4-4.2-src/src/test/java",org.apache.commons.collections4.map,CompositeMapTest,6,276,0,0,3,68,0,14,0,14
"commons-collections4-4.2-src (3 Apr, 2019 8:58:13 PM)/commons-collections4-4.2-src/src/test/java",org.apache.commons.collections4.map,LRUMapTest.new Thread() {...},3,105,2,8,2,22,2,5,0,2
"commons-collections4-4.2-src (3 Apr, 2019 8:58:13 PM)/commons-collections4-4.2-src/src/test/java",org.apache.commons.collections4.map,LazySortedMapTest,63,104,1,1,16,28,2,8,1,8
"commons-collections4-4.2-src (3 Apr, 2019 8:58:13 PM)/commons-collections4-4.2-src/src/test/java",org.apache.commons.collections4.map,TransformedMapTest,0,375,0,4,0,64,0,8,0,6
"commons-collections4-4.2-src (3 Apr, 2019 8:58:13 PM)/commons-collections4-4.2-src/src/test/java",org.apache.commons.collections4.map,AbstractSortedMapTest.TestHeadMap,23,90,0,4,3,19,1,6,1,4
"commons-collections4-4.2-src (3 Apr, 2019 8:58:13 PM)/commons-collections4-4.2-src/src/test/java",org.apache.commons.collections4.map,AbstractMapTest.TestMapKeySet,4,71,0,0,1,21,1,11,1,11
"commons-collections4-4.2-src (3 Apr, 2019 8:58:13 PM)/commons-collections4-4.2-src/src/test/java",org.apache.commons.collections4.map,PassiveExpiringMapTest,27,447,0,0,11,105,0,19,0,19
"commons-collections4-4.2-src (3 Apr, 2019 8:58:13 PM)/commons-collections4-4.2-src/src/test/java",org.apache.commons.collections4.map,PredicatedMapTest,36,152,4,4,12,37,4,8,0,8
"commons-collections4-4.2-src (3 Apr, 2019 8:58:13 PM)/commons-collections4-4.2-src/src/test/java",org.apache.commons.collections4.map,AbstractOrderedMapTest.InnerTestOrderedMapIterator,0,49,0,0,0,15,0,9,0,9
"commons-collections4-4.2-src (3 Apr, 2019 8:58:13 PM)/commons-collections4-4.2-src/src/test/java",org.apache.commons.collections4.map,MultiValueMapTest,7,1280,0,10,3,293,0,41,0,36
"commons-collections4-4.2-src (3 Apr, 2019 8:58:13 PM)/commons-collections4-4.2-src/src/test/java",org.apache.commons.collections4.map,LRUMapTest.new ThreadGroup() {...},12,10,0,0,3,1,1,1,1,1
"commons-collections4-4.2-src (3 Apr, 2019 8:58:13 PM)/commons-collections4-4.2-src/src/test/java",org.apache.commons.collections4.map,LRUMapTest.new Thread() {...},3,115,2,8,2,24,2,5,0,2
"commons-collections4-4.2-src (3 Apr, 2019 8:58:13 PM)/commons-collections4-4.2-src/src/test/java",org.apache.commons.collections4.map,CaseInsensitiveMapTest,5,373,3,5,0,65,2,12,0,10
"commons-collections4-4.2-src (3 Apr, 2019 8:58:13 PM)/commons-collections4-4.2-src/src/test/java",org.apache.commons.collections4.map,ListOrderedMapTest.TestValueListView,4,29,0,0,1,10,1,8,1,8
"commons-collections4-4.2-src (3 Apr, 2019 8:58:13 PM)/commons-collections4-4.2-src/src/test/java",org.apache.commons.collections4.map,AbstractMapTest.TestMapValues,8,73,0,0,3,22,3,12,3,12
"commons-collections4-4.2-src (3 Apr, 2019 8:58:13 PM)/commons-collections4-4.2-src/src/test/java",org.apache.commons.collections4.map,SingletonMapTest,0,130,0,0,0,33,0,15,0,15
"commons-collections4-4.2-src (3 Apr, 2019 8:58:13 PM)/commons-collections4-4.2-src/src/test/java",org.apache.commons.collections4.map,LRUMapTest,80,2367,14,54,27,429,14,43,0,23
"commons-collections4-4.2-src (3 Apr, 2019 8:58:13 PM)/commons-collections4-4.2-src/src/test/java",org.apache.commons.collections4.map,IdentityMap,32,28,2,2,13,6,8,5,6,5
"commons-collections4-4.2-src (3 Apr, 2019 8:58:13 PM)/commons-collections4-4.2-src/src/test/java",org.apache.commons.collections4.map,PassiveExpiringMapTest.TestExpirationPolicy,2,11,1,3,1,4,1,2,0,1
"commons-collections4-4.2-src (3 Apr, 2019 8:58:13 PM)/commons-collections4-4.2-src/src/test/java",org.apache.commons.collections4.map,LRUMapTest.MockLRUMapSubclassFirstBlocksRemove,0,14,0,2,0,5,0,3,0,2
"commons-collections4-4.2-src (3 Apr, 2019 8:58:13 PM)/commons-collections4-4.2-src/src/test/java",org.apache.commons.collections4.map,ListOrderedMap2Test.TestListView,4,29,0,0,1,10,1,8,1,8
"commons-collections4-4.2-src (3 Apr, 2019 8:58:13 PM)/commons-collections4-4.2-src/src/test/java",org.apache.commons.collections4.map,Flat3MapTest.TestFlatMapIterator,0,49,0,0,0,15,0,9,0,9
"commons-collections4-4.2-src (3 Apr, 2019 8:58:13 PM)/commons-collections4-4.2-src/src/test/java",org.apache.commons.collections4.map,StaticBucketMapTest,0,153,0,6,0,29,0,11,0,8
"commons-collections4-4.2-src (3 Apr, 2019 8:58:13 PM)/commons-collections4-4.2-src/src/test/java",org.apache.commons.collections4.map,ReferenceIdentityMapTest,40,356,2,4,13,86,3,14,1,13
"commons-collections4-4.2-src (3 Apr, 2019 8:58:13 PM)/commons-collections4-4.2-src/src/test/java",org.apache.commons.collections4.map,CompositeMapTest.new CompositeMap.MapMutator() {...},8,12,0,0,2,3,2,2,2,2
"commons-collections4-4.2-src (3 Apr, 2019 8:58:13 PM)/commons-collections4-4.2-src/src/test/java",org.apache.commons.collections4.map,PredicatedMapTest.new Predicate() {...},0,6,0,0,0,2,0,2,0,2
"commons-collections4-4.2-src (3 Apr, 2019 8:58:13 PM)/commons-collections4-4.2-src/src/test/java",org.apache.commons.collections4.map,UnmodifiableSortedMapTest,5,45,0,0,2,17,0,9,0,9
"commons-collections4-4.2-src (3 Apr, 2019 8:58:13 PM)/commons-collections4-4.2-src/src/test/java",org.apache.commons.collections4.map,LRUMapTest.MockLRUMapSubclass,0,17,0,0,0,6,0,2,0,2
"commons-collections4-4.2-src (3 Apr, 2019 8:58:13 PM)/commons-collections4-4.2-src/src/test/java",org.apache.commons.collections4.map,TransformedSortedMapTest,69,370,1,5,8,69,2,10,1,8
"commons-collections4-4.2-src (3 Apr, 2019 8:58:13 PM)/commons-collections4-4.2-src/src/test/java",org.apache.commons.collections4.map,EmptyMapMutator,1,16,0,0,1,4,1,3,1,3
"commons-collections4-4.2-src (3 Apr, 2019 8:58:13 PM)/commons-collections4-4.2-src/src/test/java",org.apache.commons.collections4.map,FixedSizeSortedMapTest,2,28,0,0,1,10,1,7,1,7
"commons-collections4-4.2-src (3 Apr, 2019 8:58:13 PM)/commons-collections4-4.2-src/src/test/java",org.apache.commons.collections4.map,IdentityMap.IdentityEntry,4,38,3,5,2,10,3,4,0,3
"commons-collections4-4.2-src (3 Apr, 2019 8:58:13 PM)/commons-collections4-4.2-src/src/test/java",org.apache.commons.collections4.map,CompositeMapTest.new CompositeMap.MapMutator() {...},8,13,0,0,2,3,2,2,2,2
"commons-collections4-4.2-src (3 Apr, 2019 8:58:13 PM)/commons-collections4-4.2-src/src/test/java",org.apache.commons.collections4.map,AbstractSortedMapTest,0,72,0,2,0,21,0,13,0,12
