GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
"commons-configuration-master (2 Apr, 2019 4:52:47 PM)/commons-configuration-master/src/main/java",org.apache.commons.configuration2.reloading,VFSFileHandlerReloadingDetector,22,98,0,8,4,27,0,10,0,6
"commons-configuration-master (2 Apr, 2019 4:52:47 PM)/commons-configuration-master/src/main/java",org.apache.commons.configuration2.reloading,ReloadingEvent,0,22,0,0,0,8,0,4,0,4
"commons-configuration-master (2 Apr, 2019 4:52:47 PM)/commons-configuration-master/src/main/java",org.apache.commons.configuration2.reloading,PeriodicReloadingTrigger.new Runnable() {...},0,15,0,0,0,4,0,2,0,2
"commons-configuration-master (2 Apr, 2019 4:52:47 PM)/commons-configuration-master/src/main/java",org.apache.commons.configuration2.reloading,ReloadingController,0,85,0,10,0,27,0,12,0,7
"commons-configuration-master (2 Apr, 2019 4:52:47 PM)/commons-configuration-master/src/main/java",org.apache.commons.configuration2.reloading,CombinedReloadingController,0,63,0,6,0,20,0,9,0,6
"commons-configuration-master (2 Apr, 2019 4:52:47 PM)/commons-configuration-master/src/main/java",org.apache.commons.configuration2.reloading,FileHandlerReloadingDetector,3,139,0,20,2,40,0,23,0,13
"commons-configuration-master (2 Apr, 2019 4:52:47 PM)/commons-configuration-master/src/main/java",org.apache.commons.configuration2.reloading,ManagedReloadingDetector,0,22,0,0,0,8,0,4,0,4
"commons-configuration-master (2 Apr, 2019 4:52:47 PM)/commons-configuration-master/src/main/java",org.apache.commons.configuration2.reloading,PeriodicReloadingTrigger,0,106,0,12,0,37,0,16,0,10
"commons-configuration-master (2 Apr, 2019 4:52:47 PM)/commons-configuration-master/src/main/java",org.apache.commons.configuration2.spring,ConfigurationPropertiesFactoryBean,11,150,1,19,5,30,5,19,4,10
"commons-configuration-master (2 Apr, 2019 4:52:47 PM)/commons-configuration-master/src/main/java",org.apache.commons.configuration2.spring,ConfigurationPropertySource,30,11,2,0,7,3,3,2,2,2
"commons-configuration-master (2 Apr, 2019 4:52:47 PM)/commons-configuration-master/src/test/java",org.apache.commons.configuration2.test,HsqlDB,4,129,1,5,2,29,2,7,1,5
"commons-configuration-master (2 Apr, 2019 4:52:47 PM)/commons-configuration-master/src/test/java",org.apache.commons.configuration2.beanutils,TestXMLBeanDeclaration,23,1041,4,16,8,230,6,37,2,31
"commons-configuration-master (2 Apr, 2019 4:52:47 PM)/commons-configuration-master/src/test/java",org.apache.commons.configuration2.beanutils,TestDefaultBeanFactory.new BeanCreationContext() {...},2,31,0,0,1,8,1,5,1,5
"commons-configuration-master (2 Apr, 2019 4:52:47 PM)/commons-configuration-master/src/test/java",org.apache.commons.configuration2.beanutils,BeanCreationTestCtorBean,3,19,0,0,2,9,1,3,1,3
"commons-configuration-master (2 Apr, 2019 4:52:47 PM)/commons-configuration-master/src/test/java",org.apache.commons.configuration2.beanutils,TestConstructorArg,4,77,0,0,2,21,1,6,1,6
"commons-configuration-master (2 Apr, 2019 4:52:47 PM)/commons-configuration-master/src/test/java",org.apache.commons.configuration2.beanutils,TestXMLBeanDeclaration.new XMLBeanDeclaration() {...},0,18,0,0,0,4,0,2,0,2
"commons-configuration-master (2 Apr, 2019 4:52:47 PM)/commons-configuration-master/src/test/java",org.apache.commons.configuration2.beanutils,TestCombinedBeanDeclaration,0,538,2,8,0,119,2,20,0,17
"commons-configuration-master (2 Apr, 2019 4:52:47 PM)/commons-configuration-master/src/test/java",org.apache.commons.configuration2.beanutils,BeanCreationTestBeanWithListChild,0,34,0,0,0,12,0,7,0,7
"commons-configuration-master (2 Apr, 2019 4:52:47 PM)/commons-configuration-master/src/test/java",org.apache.commons.configuration2.beanutils,TestBeanHelper.TestBeanFactory,0,74,0,6,0,17,0,7,0,4
"commons-configuration-master (2 Apr, 2019 4:52:47 PM)/commons-configuration-master/src/test/java",org.apache.commons.configuration2.beanutils,TestBeanHelper,63,716,1,1,18,179,5,30,4,30
"commons-configuration-master (2 Apr, 2019 4:52:47 PM)/commons-configuration-master/src/test/java",org.apache.commons.configuration2.beanutils,BeanDeclarationTestImpl,7,38,0,0,3,16,2,11,2,11
"commons-configuration-master (2 Apr, 2019 4:52:47 PM)/commons-configuration-master/src/test/java",org.apache.commons.configuration2.beanutils,TestConfigurationDynaBean,114,1556,8,24,25,257,16,46,8,38
"commons-configuration-master (2 Apr, 2019 4:52:47 PM)/commons-configuration-master/src/test/java",org.apache.commons.configuration2.beanutils,TestConfigurationDynaBeanXMLConfig,0,7,0,0,0,2,0,2,0,2
"commons-configuration-master (2 Apr, 2019 4:52:47 PM)/commons-configuration-master/src/test/java",org.apache.commons.configuration2.beanutils,TestXMLBeanDeclaration.XMLBeanDeclarationTestImpl,0,5,0,0,0,2,0,1,0,1
"commons-configuration-master (2 Apr, 2019 4:52:47 PM)/commons-configuration-master/src/test/java",org.apache.commons.configuration2.beanutils,TestDefaultBeanFactory,15,443,3,3,5,117,3,15,0,15
"commons-configuration-master (2 Apr, 2019 4:52:47 PM)/commons-configuration-master/src/test/java",org.apache.commons.configuration2.beanutils,BeanCreationTestBean,0,24,0,0,0,10,0,7,0,7
"commons-configuration-master (2 Apr, 2019 4:52:47 PM)/commons-configuration-master/src/test/java",org.apache.commons.configuration2,TestSubnodeConfiguration,24,757,0,4,6,203,1,35,1,33
"commons-configuration-master (2 Apr, 2019 4:52:47 PM)/commons-configuration-master/src/test/java",org.apache.commons.configuration2,TestCatalogResolver,0,79,0,0,0,25,0,9,0,9
"commons-configuration-master (2 Apr, 2019 4:52:47 PM)/commons-configuration-master/src/test/java",org.apache.commons.configuration2,ConfigurationAssert,13,157,0,10,4,29,2,15,2,10
"commons-configuration-master (2 Apr, 2019 4:52:47 PM)/commons-configuration-master/src/test/java",org.apache.commons.configuration2,TestAbstractHierarchicalConfiguration,23,2287,2,36,7,522,3,80,1,63
"commons-configuration-master (2 Apr, 2019 4:52:47 PM)/commons-configuration-master/src/test/java",org.apache.commons.configuration2,InterpolationTestHelper.new Lookup() {...},0,11,0,0,0,3,0,2,0,2
"commons-configuration-master (2 Apr, 2019 4:52:47 PM)/commons-configuration-master/src/test/java",org.apache.commons.configuration2,TestPropertiesConfigurationLayout.LayoutTestConfiguration,0,26,0,4,0,7,0,4,0,2
"commons-configuration-master (2 Apr, 2019 4:52:47 PM)/commons-configuration-master/src/test/java",org.apache.commons.configuration2,TestPatternSubtreeConfiguration,19,91,3,3,4,21,3,6,0,6
"commons-configuration-master (2 Apr, 2019 4:52:47 PM)/commons-configuration-master/src/test/java",org.apache.commons.configuration2,TestDatabaseConfiguration,3,767,1,1,1,211,1,43,0,43
"commons-configuration-master (2 Apr, 2019 4:52:47 PM)/commons-configuration-master/src/test/java",org.apache.commons.configuration2,TestCompositeConfiguration,47,1974,5,21,14,436,6,65,1,57
"commons-configuration-master (2 Apr, 2019 4:52:47 PM)/commons-configuration-master/src/test/java",org.apache.commons.configuration2,TestXMLConfiguration_605,0,165,0,0,0,50,0,12,0,12
"commons-configuration-master (2 Apr, 2019 4:52:47 PM)/commons-configuration-master/src/test/java",org.apache.commons.configuration2,InterpolationTestHelper,13,548,0,12,5,124,1,18,1,12
"commons-configuration-master (2 Apr, 2019 4:52:47 PM)/commons-configuration-master/src/test/java",org.apache.commons.configuration2,TestAbstractConfigurationBasicFeatures.CollectingConfigurationListener,0,14,0,0,0,4,0,2,0,2
"commons-configuration-master (2 Apr, 2019 4:52:47 PM)/commons-configuration-master/src/test/java",org.apache.commons.configuration2,TestBaseNullConfiguration,90,824,0,0,30,185,6,33,6,33
"commons-configuration-master (2 Apr, 2019 4:52:47 PM)/commons-configuration-master/src/test/java",org.apache.commons.configuration2,TestYAMLConfiguration,0,215,0,0,0,49,0,11,0,11
"commons-configuration-master (2 Apr, 2019 4:52:47 PM)/commons-configuration-master/src/test/java",org.apache.commons.configuration2,TestConfigurationUtils.new XMLBuilderParametersImpl() {...},0,10,0,0,0,3,0,2,0,2
"commons-configuration-master (2 Apr, 2019 4:52:47 PM)/commons-configuration-master/src/test/java",org.apache.commons.configuration2,TestAbstractConfigurationBasicFeatures.TestConfigurationImpl,0,38,0,0,0,12,0,8,0,8
"commons-configuration-master (2 Apr, 2019 4:52:47 PM)/commons-configuration-master/src/test/java",org.apache.commons.configuration2,TestBaseHierarchicalConfigurationSynchronization.SubNodeAccessThread,10,42,0,0,3,16,0,3,0,3
"commons-configuration-master (2 Apr, 2019 4:52:47 PM)/commons-configuration-master/src/test/java",org.apache.commons.configuration2,TestAbstractConfigurationBasicFeatures.new TestAbstractConfigurationBasicFeatures.TestConfigurationImpl() {...},0,26,0,0,0,6,0,2,0,2
"commons-configuration-master (2 Apr, 2019 4:52:47 PM)/commons-configuration-master/src/test/java",org.apache.commons.configuration2,TestDynamicCombinedConfiguration.ReloadThread,20,77,2,8,4,21,2,5,0,2
"commons-configuration-master (2 Apr, 2019 4:52:47 PM)/commons-configuration-master/src/test/java",org.apache.commons.configuration2,TestDynamicCombinedConfiguration.ThreadLookup,2,29,2,4,1,10,2,5,0,4
"commons-configuration-master (2 Apr, 2019 4:52:47 PM)/commons-configuration-master/src/test/java",org.apache.commons.configuration2,TestBaseConfigurationXMLReader.TestContentHandler,0,5,0,0,0,1,0,1,0,1
"commons-configuration-master (2 Apr, 2019 4:52:47 PM)/commons-configuration-master/src/test/java",org.apache.commons.configuration2,TestAbstractConfigurationBasicFeatures,47,1954,0,30,16,476,1,87,1,72
"commons-configuration-master (2 Apr, 2019 4:52:47 PM)/commons-configuration-master/src/test/java",org.apache.commons.configuration2,TestThreesomeConfiguration,0,60,0,0,0,17,0,5,0,5
"commons-configuration-master (2 Apr, 2019 4:52:47 PM)/commons-configuration-master/src/test/java",org.apache.commons.configuration2,TestDynamicCombinedConfiguration,27,1012,4,22,3,225,3,28,0,18
"commons-configuration-master (2 Apr, 2019 4:52:47 PM)/commons-configuration-master/src/test/java",org.apache.commons.configuration2,TestConfigurationLookup,4,130,0,4,2,28,1,8,1,6
"commons-configuration-master (2 Apr, 2019 4:52:47 PM)/commons-configuration-master/src/test/java",org.apache.commons.configuration2,TestConfigurationUtils,40,713,0,8,18,203,6,37,6,33
"commons-configuration-master (2 Apr, 2019 4:52:47 PM)/commons-configuration-master/src/test/java",org.apache.commons.configuration2,DatabaseConfigurationTestHelper,9,185,3,7,3,49,3,16,0,14
"commons-configuration-master (2 Apr, 2019 4:52:47 PM)/commons-configuration-master/src/test/java",org.apache.commons.configuration2,TestJNDIEnvironmentValues,8,184,4,10,2,50,5,16,1,13
"commons-configuration-master (2 Apr, 2019 4:52:47 PM)/commons-configuration-master/src/test/java",org.apache.commons.configuration2,Logging,145,0,2,0,42,0,17,0,16,0
"commons-configuration-master (2 Apr, 2019 4:52:47 PM)/commons-configuration-master/src/test/java",org.apache.commons.configuration2,TestPropertiesSequence,2,349,10,18,0,67,10,8,0,4
"commons-configuration-master (2 Apr, 2019 4:52:47 PM)/commons-configuration-master/src/test/java",org.apache.commons.configuration2,TestBaseConfigurationXMLReader,9,265,0,2,4,53,0,11,0,10
"commons-configuration-master (2 Apr, 2019 4:52:47 PM)/commons-configuration-master/src/test/java",org.apache.commons.configuration2,TestINIConfiguration.GlobalSectionTestThread,4,25,1,3,2,8,1,3,0,2
"commons-configuration-master (2 Apr, 2019 4:52:47 PM)/commons-configuration-master/src/test/java",org.apache.commons.configuration2,TestCombinedConfiguration,43,1890,4,14,13,475,7,70,3,65
"commons-configuration-master (2 Apr, 2019 4:52:47 PM)/commons-configuration-master/src/test/java",org.apache.commons.configuration2,TestPropertiesConfiguration.PropertiesReaderTestImpl,0,40,0,2,0,7,0,5,0,4
"commons-configuration-master (2 Apr, 2019 4:52:47 PM)/commons-configuration-master/src/test/java",org.apache.commons.configuration2,NonCloneableConfiguration,10,3,0,0,6,1,6,1,6,1
"commons-configuration-master (2 Apr, 2019 4:52:47 PM)/commons-configuration-master/src/test/java",org.apache.commons.configuration2,BaseNonStringProperties,0,202,0,0,0,65,0,24,0,24
"commons-configuration-master (2 Apr, 2019 4:52:47 PM)/commons-configuration-master/src/test/java",org.apache.commons.configuration2,SynchronizerTestImpl,1,125,1,3,0,30,1,13,0,12
"commons-configuration-master (2 Apr, 2019 4:52:47 PM)/commons-configuration-master/src/test/java",org.apache.commons.configuration2,TestNullJNDIEnvironmentValues,2,191,4,10,0,52,4,17,0,14
"commons-configuration-master (2 Apr, 2019 4:52:47 PM)/commons-configuration-master/src/test/java",org.apache.commons.configuration2,TestCombinedConfiguration.WriteThread,5,60,0,2,2,17,0,4,0,3
"commons-configuration-master (2 Apr, 2019 4:52:47 PM)/commons-configuration-master/src/test/java",org.apache.commons.configuration2,TestConfigurationSet,0,195,0,8,0,39,0,9,0,5
"commons-configuration-master (2 Apr, 2019 4:52:47 PM)/commons-configuration-master/src/test/java",org.apache.commons.configuration2,TestHierarchicalXMLConfiguration,6,675,1,3,2,149,1,15,0,14
"commons-configuration-master (2 Apr, 2019 4:52:47 PM)/commons-configuration-master/src/test/java",org.apache.commons.configuration2,FileURLStreamHandler,0,16,0,0,0,3,0,2,0,2
"commons-configuration-master (2 Apr, 2019 4:52:47 PM)/commons-configuration-master/src/test/java",org.apache.commons.configuration2,NonStringTestHolder,2,266,2,4,0,69,2,19,0,18
"commons-configuration-master (2 Apr, 2019 4:52:47 PM)/commons-configuration-master/src/test/java",org.apache.commons.configuration2,TestXMLDocumentHelper,19,332,0,6,9,100,0,22,0,19
"commons-configuration-master (2 Apr, 2019 4:52:47 PM)/commons-configuration-master/src/test/java",org.apache.commons.configuration2,TestEqualBehaviour,0,553,2,8,0,116,2,15,0,12
"commons-configuration-master (2 Apr, 2019 4:52:47 PM)/commons-configuration-master/src/test/java",org.apache.commons.configuration2,TestPropertiesConfiguration.MockHttpURLConnection,4,19,0,0,3,6,3,3,3,3
"commons-configuration-master (2 Apr, 2019 4:52:47 PM)/commons-configuration-master/src/test/java",org.apache.commons.configuration2,TestConfigurationUtils.CloneableSynchronizer,0,15,0,0,0,5,0,3,0,3
"commons-configuration-master (2 Apr, 2019 4:52:47 PM)/commons-configuration-master/src/test/java",org.apache.commons.configuration2,TestPropertiesConfiguration.new DefaultFileSystem() {...},7,22,0,2,3,6,0,3,0,2
"commons-configuration-master (2 Apr, 2019 4:52:47 PM)/commons-configuration-master/src/test/java",org.apache.commons.configuration2,TestEnvironmentConfiguration,21,64,0,2,8,13,3,5,3,4
"commons-configuration-master (2 Apr, 2019 4:52:47 PM)/commons-configuration-master/src/test/java",org.apache.commons.configuration2,TestXMLPropertiesConfiguration.new EntityResolver() {...},0,15,0,0,0,4,0,2,0,2
"commons-configuration-master (2 Apr, 2019 4:52:47 PM)/commons-configuration-master/src/test/java",org.apache.commons.configuration2,FileURLStreamHandler.new URLConnection() {...},1,22,0,0,1,4,1,3,1,3
"commons-configuration-master (2 Apr, 2019 4:52:47 PM)/commons-configuration-master/src/test/java",org.apache.commons.configuration2,TestPropertiesConfiguration.DummyLayout,0,10,0,0,0,3,0,2,0,2
"commons-configuration-master (2 Apr, 2019 4:52:47 PM)/commons-configuration-master/src/test/java",org.apache.commons.configuration2,TestCompositeConfigurationNonStringProperties,0,39,0,0,0,11,0,2,0,2
"commons-configuration-master (2 Apr, 2019 4:52:47 PM)/commons-configuration-master/src/test/java",org.apache.commons.configuration2,TestConfigurationConverter,0,224,0,0,0,56,0,8,0,8
"commons-configuration-master (2 Apr, 2019 4:52:47 PM)/commons-configuration-master/src/test/java",org.apache.commons.configuration2,TestPropertiesConfiguration.new PropertiesConfiguration.IOFactory() {...},5,12,0,0,1,3,1,2,1,2
"commons-configuration-master (2 Apr, 2019 4:52:47 PM)/commons-configuration-master/src/test/java",org.apache.commons.configuration2,TestPropertiesConfiguration.MockHttpURLStreamHandler,0,25,0,0,0,7,0,3,0,3
"commons-configuration-master (2 Apr, 2019 4:52:47 PM)/commons-configuration-master/src/test/java",org.apache.commons.configuration2,TestXMLConfiguration.ReloadThread,0,20,0,2,0,7,0,3,0,2
"commons-configuration-master (2 Apr, 2019 4:52:47 PM)/commons-configuration-master/src/test/java",org.apache.commons.configuration2,TestHierarchicalConfigurationXMLReader,0,97,0,0,0,26,0,4,0,4
"commons-configuration-master (2 Apr, 2019 4:52:47 PM)/commons-configuration-master/src/test/java",org.apache.commons.configuration2,TestHierarchicalConfiguration,41,902,0,18,14,241,6,48,6,39
"commons-configuration-master (2 Apr, 2019 4:52:47 PM)/commons-configuration-master/src/test/java",org.apache.commons.configuration2,TestSystemConfiguration,0,170,1,3,0,47,1,7,0,6
"commons-configuration-master (2 Apr, 2019 4:52:47 PM)/commons-configuration-master/src/test/java",org.apache.commons.configuration2,TestNullCompositeConfiguration,6,1044,5,19,0,230,5,32,0,25
"commons-configuration-master (2 Apr, 2019 4:52:47 PM)/commons-configuration-master/src/test/java",org.apache.commons.configuration2,TestCombinedConfiguration.CombinedListener,0,33,0,2,0,10,0,3,0,2
"commons-configuration-master (2 Apr, 2019 4:52:47 PM)/commons-configuration-master/src/test/java",org.apache.commons.configuration2,TestConfigurationUtils.new PropertiesConfiguration() {...},2,15,0,0,1,5,0,2,0,2
"commons-configuration-master (2 Apr, 2019 4:52:47 PM)/commons-configuration-master/src/test/java",org.apache.commons.configuration2,TestINIConfiguration,47,2185,5,11,11,569,4,82,0,78
"commons-configuration-master (2 Apr, 2019 4:52:47 PM)/commons-configuration-master/src/test/java",org.apache.commons.configuration2,TestImmutableConfiguration,23,245,0,4,12,70,2,13,2,11
"commons-configuration-master (2 Apr, 2019 4:52:47 PM)/commons-configuration-master/src/test/java",org.apache.commons.configuration2,TestJNDIConfiguration,0,387,0,2,0,115,0,34,0,33
"commons-configuration-master (2 Apr, 2019 4:52:47 PM)/commons-configuration-master/src/test/java",org.apache.commons.configuration2,TestConfigurationUtils.new ClassLoader() {...},0,11,0,0,0,3,0,2,0,2
"commons-configuration-master (2 Apr, 2019 4:52:47 PM)/commons-configuration-master/src/test/java",org.apache.commons.configuration2,TestXMLPropertiesConfiguration,0,250,0,0,0,61,0,6,0,6
"commons-configuration-master (2 Apr, 2019 4:52:47 PM)/commons-configuration-master/src/test/java",org.apache.commons.configuration2,TestPropertiesConfiguration,41,2491,3,33,13,560,5,98,2,83
"commons-configuration-master (2 Apr, 2019 4:52:47 PM)/commons-configuration-master/src/test/java",org.apache.commons.configuration2,TestJNDIConfiguration.PotentialErrorJNDIConfiguration,0,24,0,2,0,9,0,5,0,4
"commons-configuration-master (2 Apr, 2019 4:52:47 PM)/commons-configuration-master/src/test/java",org.apache.commons.configuration2,TestStrictConfigurationComparator,0,125,0,0,0,35,0,3,0,3
"commons-configuration-master (2 Apr, 2019 4:52:47 PM)/commons-configuration-master/src/test/java",org.apache.commons.configuration2,TestAbstractHierarchicalConfiguration.AbstractHierarchicalConfigurationTestImpl,50,13,0,0,10,3,10,2,10,2
"commons-configuration-master (2 Apr, 2019 4:52:47 PM)/commons-configuration-master/src/test/java",org.apache.commons.configuration2,TestPropertiesConfigurationLayout.PropertiesBuilder,0,74,0,4,0,17,0,8,0,6
"commons-configuration-master (2 Apr, 2019 4:52:47 PM)/commons-configuration-master/src/test/java",org.apache.commons.configuration2,TestSubnodeConfiguration.new Lookup() {...},0,16,0,0,0,3,0,2,0,2
"commons-configuration-master (2 Apr, 2019 4:52:47 PM)/commons-configuration-master/src/test/java",org.apache.commons.configuration2,TestConfigurationMap,0,166,0,4,0,32,0,6,0,4
"commons-configuration-master (2 Apr, 2019 4:52:47 PM)/commons-configuration-master/src/test/java",org.apache.commons.configuration2,TestNonStringProperties,0,32,0,0,0,9,0,2,0,2
"commons-configuration-master (2 Apr, 2019 4:52:47 PM)/commons-configuration-master/src/test/java",org.apache.commons.configuration2,TestXMLConfiguration.new DefaultHandler() {...},0,8,0,0,0,3,0,2,0,2
"commons-configuration-master (2 Apr, 2019 4:52:47 PM)/commons-configuration-master/src/test/java",org.apache.commons.configuration2,TestDynamicCombinedConfiguration.ReaderThread,11,66,2,4,4,25,2,5,0,4
"commons-configuration-master (2 Apr, 2019 4:52:47 PM)/commons-configuration-master/src/test/java",org.apache.commons.configuration2,TestSubsetConfiguration.new Lookup() {...},0,16,0,0,0,3,0,2,0,2
"commons-configuration-master (2 Apr, 2019 4:52:47 PM)/commons-configuration-master/src/test/java",org.apache.commons.configuration2,TestCombinedConfiguration.new BaseHierarchicalConfiguration() {...},0,12,0,0,0,3,0,2,0,2
"commons-configuration-master (2 Apr, 2019 4:52:47 PM)/commons-configuration-master/src/test/java",org.apache.commons.configuration2,TestSystemConfiguration.new Thread() {...},0,38,0,6,0,10,0,5,0,2
"commons-configuration-master (2 Apr, 2019 4:52:47 PM)/commons-configuration-master/src/test/java",org.apache.commons.configuration2,TestBaseConfiguration,102,1656,0,8,34,340,9,58,9,54
"commons-configuration-master (2 Apr, 2019 4:52:47 PM)/commons-configuration-master/src/test/java",org.apache.commons.configuration2,SynchronizerTestImpl.Methods,0,44,0,0,0,2,0,1,0,1
"commons-configuration-master (2 Apr, 2019 4:52:47 PM)/commons-configuration-master/src/test/java",org.apache.commons.configuration2,TestAbstractConfiguration,7,283,0,2,3,74,0,14,0,13
"commons-configuration-master (2 Apr, 2019 4:52:47 PM)/commons-configuration-master/src/test/java",org.apache.commons.configuration2,TestXMLListHandling,4,266,0,2,2,45,0,13,0,12
"commons-configuration-master (2 Apr, 2019 4:52:47 PM)/commons-configuration-master/src/test/java",org.apache.commons.configuration2,TestXMLConfiguration,34,3408,5,17,14,830,5,111,0,105
"commons-configuration-master (2 Apr, 2019 4:52:47 PM)/commons-configuration-master/src/test/java",org.apache.commons.configuration2,TestEqualsProperty,0,31,0,0,0,9,0,2,0,2
"commons-configuration-master (2 Apr, 2019 4:52:47 PM)/commons-configuration-master/src/test/java",org.apache.commons.configuration2,TestAbstractConfigurationSynchronization,6,380,1,1,2,78,2,21,1,21
"commons-configuration-master (2 Apr, 2019 4:52:47 PM)/commons-configuration-master/src/test/java",org.apache.commons.configuration2,TestPropertiesConfiguration.new PropertiesConfiguration.IOFactory() {...},8,20,0,0,3,5,1,2,1,2
"commons-configuration-master (2 Apr, 2019 4:52:47 PM)/commons-configuration-master/src/test/java",org.apache.commons.configuration2,TestPropertiesConfiguration.PropertiesWriterTestImpl,0,8,0,0,0,2,0,1,0,1
"commons-configuration-master (2 Apr, 2019 4:52:47 PM)/commons-configuration-master/src/test/java",org.apache.commons.configuration2,TestMapConfiguration,0,245,0,0,0,63,0,12,0,12
"commons-configuration-master (2 Apr, 2019 4:52:47 PM)/commons-configuration-master/src/test/java",org.apache.commons.configuration2,TestDatabaseConfiguration.PotentialErrorDatabaseConfiguration,6,32,0,2,1,10,0,3,0,2
"commons-configuration-master (2 Apr, 2019 4:52:47 PM)/commons-configuration-master/src/test/java",org.apache.commons.configuration2,TestBaseHierarchicalConfigurationSynchronization,1,471,1,7,0,112,1,20,0,17
"commons-configuration-master (2 Apr, 2019 4:52:47 PM)/commons-configuration-master/src/test/java",org.apache.commons.configuration2,TestCombinedConfiguration.ReadThread,16,62,4,8,6,18,4,5,0,3
"commons-configuration-master (2 Apr, 2019 4:52:47 PM)/commons-configuration-master/src/test/java",org.apache.commons.configuration2,TestJSONConfiguration,0,252,0,0,0,58,0,12,0,12
"commons-configuration-master (2 Apr, 2019 4:52:47 PM)/commons-configuration-master/src/test/java",org.apache.commons.configuration2,TestSubsetConfiguration,19,655,0,2,8,168,1,22,1,21
"commons-configuration-master (2 Apr, 2019 4:52:47 PM)/commons-configuration-master/src/test/java",org.apache.commons.configuration2,MockInitialContextFactory,0,422,0,12,0,72,0,16,0,10
"commons-configuration-master (2 Apr, 2019 4:52:47 PM)/commons-configuration-master/src/test/java",org.apache.commons.configuration2,TestPropertiesConfigurationLayout,21,1538,3,5,4,350,4,44,1,43
"commons-configuration-master (2 Apr, 2019 4:52:47 PM)/commons-configuration-master/src/test/java",org.apache.commons.configuration2,TestDataConfiguration,586,5536,0,0,210,958,3,60,3,60
"commons-configuration-master (2 Apr, 2019 4:52:47 PM)/commons-configuration-master/src/test/java",org.apache.commons.configuration2,TestConfigurationConverter.new IAnswer() {...},0,19,0,0,0,4,0,2,0,2
"commons-configuration-master (2 Apr, 2019 4:52:47 PM)/commons-configuration-master/src/test/java",org.apache.commons.configuration2.event,TestXMLConfigurationEvents,0,7,0,0,0,2,0,2,0,2
"commons-configuration-master (2 Apr, 2019 4:52:47 PM)/commons-configuration-master/src/test/java",org.apache.commons.configuration2.event,TestEventListenerList.EventSub2,0,6,0,0,0,2,0,1,0,1
"commons-configuration-master (2 Apr, 2019 4:52:47 PM)/commons-configuration-master/src/test/java",org.apache.commons.configuration2.event,TestEvent,10,29,0,0,4,6,2,2,2,2
"commons-configuration-master (2 Apr, 2019 4:52:47 PM)/commons-configuration-master/src/test/java",org.apache.commons.configuration2.event,TestEventSource,14,602,0,0,6,156,2,20,2,20
"commons-configuration-master (2 Apr, 2019 4:52:47 PM)/commons-configuration-master/src/test/java",org.apache.commons.configuration2.event,AbstractTestConfigurationEvents,0,252,0,0,0,70,0,10,0,10
"commons-configuration-master (2 Apr, 2019 4:52:47 PM)/commons-configuration-master/src/test/java",org.apache.commons.configuration2.event,ErrorListenerTestImpl,0,27,0,0,0,8,0,2,0,2
"commons-configuration-master (2 Apr, 2019 4:52:47 PM)/commons-configuration-master/src/test/java",org.apache.commons.configuration2.event,TestEventListenerList.new EventListener() {...},1,6,0,0,1,2,1,1,1,1
"commons-configuration-master (2 Apr, 2019 4:52:47 PM)/commons-configuration-master/src/test/java",org.apache.commons.configuration2.event,TestEventListenerList.ListenerTestImpl,0,49,0,0,0,13,0,3,0,3
"commons-configuration-master (2 Apr, 2019 4:52:47 PM)/commons-configuration-master/src/test/java",org.apache.commons.configuration2.event,TestEventListenerList,50,789,1,3,18,179,6,32,5,31
"commons-configuration-master (2 Apr, 2019 4:52:47 PM)/commons-configuration-master/src/test/java",org.apache.commons.configuration2.event,TestDatabaseConfigurationEvents,6,22,0,0,2,8,0,4,0,4
"commons-configuration-master (2 Apr, 2019 4:52:47 PM)/commons-configuration-master/src/test/java",org.apache.commons.configuration2.event,TestEventType,0,20,0,0,0,6,0,3,0,3
"commons-configuration-master (2 Apr, 2019 4:52:47 PM)/commons-configuration-master/src/test/java",org.apache.commons.configuration2.event,TestSubsetConfigurationEvents,0,13,0,0,0,2,0,2,0,2
"commons-configuration-master (2 Apr, 2019 4:52:47 PM)/commons-configuration-master/src/test/java",org.apache.commons.configuration2.event,TestEventSource.new EventListener() {...},0,14,0,0,0,4,0,2,0,2
"commons-configuration-master (2 Apr, 2019 4:52:47 PM)/commons-configuration-master/src/test/java",org.apache.commons.configuration2.event,TestEventSource.CountingEventSource,0,27,0,0,0,5,0,2,0,2
"commons-configuration-master (2 Apr, 2019 4:52:47 PM)/commons-configuration-master/src/test/java",org.apache.commons.configuration2.event,TestEventListenerList.EventSub1,0,6,0,0,0,2,0,1,0,1
"commons-configuration-master (2 Apr, 2019 4:52:47 PM)/commons-configuration-master/src/test/java",org.apache.commons.configuration2.event,AbstractEventListenerTestImpl,2,81,3,5,0,20,3,7,0,6
"commons-configuration-master (2 Apr, 2019 4:52:47 PM)/commons-configuration-master/src/test/java",org.apache.commons.configuration2.event,TestHierarchicalConfigurationEvents,0,185,0,0,0,59,0,8,0,8
"commons-configuration-master (2 Apr, 2019 4:52:47 PM)/commons-configuration-master/src/test/java",org.apache.commons.configuration2.event,TestMapConfigurationEvents,0,10,0,0,0,2,0,2,0,2
